"","cg00000292","cg00002426","cg00003994","cg00005847","cg00007981","cg00008493","cg00008713","cg00009407","cg00011459","cg00012199","cg00012386","cg00012792","cg00013618","cg00014085","cg00015770","cg00016968","cg00019495","cg00020533","cg00021527","cg00022866","cg00024396","cg00024812","cg00025138","cg00025991","cg00027083","cg00029826","cg00029931","cg00030047","cg00031162","cg00032227","cg00033516","cg00033773","cg00034039","cg00035623","cg00037763","cg00037940","cg00040861","cg00040873","cg00041575","cg00043004","cg00044245","cg00047050","cg00047469","cg00050312","Class"
"TCGA-4Z-AA7R-01","0.54050016628042","0.165465447975397","0.0359581486803474","0.921110892906019","0.0246901687809579","0.859897790886019","0.0414366227882643","0.0296806268583095","0.700945482294385","0.0368550623106424","0.0271642512856628","0.0527864676905001","0.544333405097503","0.0338077048867093","0.123691264090657","0.290561560563076","0.0645974897095384","0.913348056488997","0.0130265481772816","0.815607871272955","0.0478797550778585","0.0241867039662422","0.0163385811223555","0.633563184926637","0.302156106057908","0.0271886581607525","0.0417108313029019","0.894980033503047","0.43701349748189","0.0129529253562539","0.0403996765658119","0.543518137693757","0.0791725416904886","0.308889313295092","0.199164150282665","0.895473017758372","0.0312208838343432","0.0873807205518914","0.35168497327964","0.0545717184242073","0.0612270996249685","0.0773573564619664","0.0693519433936569","0.0245809616373075","Cancer"
"TCGA-4Z-AA7S-01","0.920814040645186","0.848588574460789","0.484514107719711","0.936741052419152","0.021032424560428","0.899913613108806","0.0460435598427218","0.0324308588155725","0.931788123502906","0.0371365647498611","0.043749814972864","0.0676810371097757","0.430976370868868","0.035145780818182","0.836205883294635","0.379278673178103","0.0711535191754494","0.936371991419687","0.0387981610440966","0.836771091661904","0.0661340777166879","0.0270500036890814","0.0170550799860544","0.542295059916584","0.678255178802755","0.0444146834203699","0.0425208750942559","0.877703235683194","0.333901376892728","0.0133753057328517","0.043916438725727","0.676081034467264","0.0743285872734716","0.504636595009825","0.950939235114489","0.916970036611642","0.0293122368623004","0.0563410021079713","0.838505557666434","0.0838730846857155","0.0436869174851579","0.0879941521563459","0.0561902118458434","0.0402479065318753","Cancer"
"TCGA-4Z-AA7W-01","0.641040844520085","0.543597245555654","0.0697298113987985","0.501674167802118","0.0205676338361189","0.96089501247108","0.0458033094868255","0.0283944690643978","0.943709166494355","0.0360412412480641","0.0300604579357149","0.0608818002563554","0.75205714163283","0.0338692674012387","0.154154572861391","0.584085675296138","0.122717443343052","0.900586768204321","0.0288949280250997","0.602562647081457","0.0489995331773644","0.0305803511887108","0.0169118447183915","0.604164547194049","0.402752236592269","0.0702581611531873","0.041348687814963","0.548332434159544","0.729660300156032","0.0145967034309601","0.152462442777392","0.818552143342283","0.0806107345688094","0.0556064737727028","0.678285886104769","0.944781480213134","0.0261477197219829","0.111281585476649","0.329653049666586","0.0937618158945966","0.112626170116014","0.104490291914399","0.0706533647582394","0.0388736588455596","Cancer"
"TCGA-4Z-AA7Y-01","0.57653898351185","0.197136235295294","0.0614705905656702","0.931482997219421","0.0201543315638656","0.945746932588539","0.0521015986765442","0.0444349232241096","0.938558476799279","0.035714674122567","0.0303022488331047","0.0597654155408352","0.524439283163932","0.0300613362740959","0.603181317953007","0.278936236624757","0.0786550083832417","0.869762448750441","0.0337656361347693","0.831402035883838","0.0367295210182028","0.0301026082325679","0.0152813492088703","0.249473994918155","0.488374860043978","0.0477266199662457","0.0462967261928417","0.871675483273575","0.19433462173439","0.0121885156763182","0.0258362406184441","0.543423440579643","0.04859795003262","0.0417828821048821","0.91137553812479","0.857134444588916","0.0343737962329349","0.0391436306220143","0.203196531558544","0.0329284284344877","0.0411100705809733","0.049719534034535","0.0809347608628874","0.0342633296336593","Cancer"
"TCGA-4Z-AA80-01","0.222174424358915","0.474331351593812","0.0719275583164166","0.642141724811693","0.0217429664710865","0.923254094884725","0.056366842989097","0.0292515712101808","0.888578854728201","0.0390030245292792","0.0277928398115064","0.0634024731769054","0.54115941079637","0.0315649205746843","0.204185567293855","0.385529641367539","0.122756131690831","0.778156494056281","0.0267480356234717","0.367541372158698","0.0380192292440991","0.0217597706818712","0.0196965934036242","0.441243453311421","0.251653234361436","0.0402385958430674","0.110198059061623","0.732331146915313","0.487486530633393","0.0124879919156806","0.0505873537609973","0.630840121691965","0.0760070830910495","0.0658141334844329","0.342407743816296","0.88354520770259","0.0322012278903865","0.117576231439139","0.247305099692846","0.106862335285649","0.0978669404427183","0.0665990162716454","0.0719691006879289","0.0511807290232337","Cancer"
"TCGA-4Z-AA81-01","0.698866889736578","0.353081514230509","0.245584229332519","0.616638957539138","0.0223810073012915","0.949586423604925","0.0709643192398286","0.0305518125073833","0.923102806385564","0.0382637461456983","0.0417321351518173","0.0647531680464597","0.437086523791531","0.038213314783276","0.511028579537421","0.443068384983948","0.0864788791460673","0.720139347557117","0.0440813512448125","0.770747687776706","0.120835558461155","0.0258999604711385","0.0171555601744765","0.645730302587932","0.603250924796215","0.0504281657077663","0.0483223054699486","0.683025903448389","0.519731074019969","0.0151629194783782","0.102194883001029","0.718082760355316","0.095064890022107","0.14670040050157","0.790480214947168","0.926583352504146","0.0457183324350372","0.111048473104706","0.155242965566849","0.172878509633295","0.605350574191887","0.106113067256759","0.100014881619144","0.0509522996134509","Cancer"
"TCGA-4Z-AA82-01","0.75576542719578","0.337259378440115","0.0584639816913036","0.73263078330921","0.02445243024628","0.938722654310945","0.052217581499001","0.0302308577260375","0.964938833540554","0.0358428234380623","0.0449267745658441","0.0812825483794582","0.527373152771928","0.0614965980646518","0.0992688806997377","0.480650622613269","0.0736279765983912","0.904923958709921","0.0419716328132153","0.808320177094368","0.0528405689235093","0.0226481507965038","0.0189861047576967","0.597649470540772","0.00222493160815512","0.0446312079277898","0.0399953096322398","0.747277555484571","0.683093686682313","0.0122489943549146","0.0336512378427819","0.584497664666612","0.0817709268779435","0.040520073129598","0.926005082173545","0.932487900475666","0.0328066180106994","0.14842371241239","0.628901637348838","0.302926804917415","0.0948588845684346","0.0419749306184776","0.0803639448712545","0.0314962262456667","Cancer"
"TCGA-4Z-AA83-01","0.557638948518286","0.830371101717518","0.0993801107941589","0.827968773943902","0.0256771152042978","0.941742044735226","0.0387729213545676","0.0289278530044641","0.927622954750343","0.0359304954394284","0.0453379203447649","0.057833914624092","0.766544669342548","0.029902062372277","0.468473755052976","0.452995434542885","0.083075121341355","0.893993566424502","0.0295734894641229","0.793678666897478","0.228931587572837","0.0251982688097829","0.0179592570657931","0.389243843642459","0.595657210947045","0.030641702044499","0.0465534794523209","0.793497769162896","0.343540413874728","0.0126226188862126","0.0231831986978335","0.67470089517895","0.111992521522014","0.0885720040457982","0.8980239191347","0.921611154712522","0.0319081707494638","0.053270946176288","0.856697719596233","0.0541012798829487","0.0796353818061469","0.0401797573447393","0.04738370825504","0.0252753425103141","Cancer"
"TCGA-4Z-AA84-01","0.580125426396489","0.363834724030097","0.418350285284433","0.790127351044477","0.0235970074092038","0.940074263765919","0.0528541685743874","0.0268487104679218","0.911893327751699","0.0354781591995687","0.0347338701094454","0.0724440043147045","0.826134056395555","0.0515706270159216","0.412649562574802","0.393237177591031","0.194947422287978","0.872234003373809","0.0312639481544753","0.600228848122011","0.0613290614546028","0.0209158564942038","0.015389668415579","0.35117044370878","0.593542648558446","0.119509799493793","0.0521866944451458","0.692702897582823","0.512520987513438","0.0141052549273159","0.0870743783641749","0.835458187064553","0.0686238679745284","0.0548153703627371","0.472293140782712","0.937101194353499","0.0287918484734871","0.0594312022941438","0.471162841614498","0.0698014664484543","0.245577791035074","0.0494678262491145","0.0881981353206315","0.145295900760793","Cancer"
"TCGA-4Z-AA86-01","0.66279627312368","0.483859649950039","0.438873032020442","0.45480058428738","0.0204388746239883","0.931120997057057","0.0612636078617678","0.0287869745868304","0.929636006063296","0.0378209251596231","0.0518196094745588","0.0709759081353381","0.805375270661815","0.0287656496718761","0.20984246531721","0.54502403170573","0.113545265226966","0.864673432491034","0.0339485315588596","0.62689590752399","0.035064588416458","0.0266018970659764","0.0165931339385158","0.545876578233712","0.514992646791361","0.0625186100301245","0.0452238839271445","0.542015600513464","0.67798372611168","0.0132658241575346","0.0892911927435638","0.828293779651182","0.0721945055281149","0.0673681104066448","0.933196037472634","0.923615876717952","0.0365159569451366","0.127271865946174","0.301796787209104","0.0952603515660279","0.121034618714125","0.0633125804895014","0.0873396564052379","0.0572048863702661","Cancer"
"TCGA-4Z-AA87-01","0.817231576138078","0.356458879848185","0.142405537264003","0.677102512128404","0.0291677183987318","0.930435426466046","0.0581465050393141","0.0346200878590732","0.931331281564595","0.0320218344067609","0.0408232501586324","0.0653537159922895","0.656505905743525","0.0322083873982596","0.148462444200038","0.364679762817514","0.0844712685215073","0.888708545108051","0.0211880115115038","0.755038346143531","0.0498597962670945","0.0283115276394726","0.0169351476938626","0.711262381418488","0.0488548171335848","0.0484997266585029","0.0461415325545153","0.81585378871818","0.398090423789633","0.0132979011247987","0.0702373797110711","0.652720869981967","0.0769209465888222","0.136607243931931","0.25415859502442","0.906840509778384","0.0311241154927626","0.0723923900694354","0.462243347055933","0.105055721102875","0.0973854145043425","0.102073938654838","0.0775363662163513","0.0445066263356603","Cancer"
"TCGA-4Z-AA89-01","0.431523187725771","0.407882290107364","0.06108166060223","0.896986005056971","0.0257267623729253","0.926045766595584","0.0632599824772932","0.0250664767259168","0.929002193839202","0.037529775425152","0.0478492027496365","0.146475722319131","0.752053506758822","0.0341294522033333","0.0806892664639497","0.318770768243061","0.0710230415878764","0.900501444474983","0.03665515062922","0.730021438193842","0.0672171679826058","0.0249645925407514","0.0281708482627229","0.404621926615254","0.151854187075939","0.0333100040065563","0.051953894766408","0.821223468103569","0.289018203589978","0.0116617841558413","0.0330012653316032","0.6718976470005","0.0678734928807974","0.0823455056219514","0.459901448015729","0.930550626402045","0.0317005362949455","0.0624507716691374","0.371764209356847","0.0367101891385155","0.0470839099841363","0.0993752228885948","0.0706667586166308","0.0421723191123093","Cancer"
"TCGA-5N-A9KI-01","0.7066425640455","0.281459537119014","0.291694163460242","0.798010072248027","0.0215839311433264","0.94092256087133","0.0464969723566413","0.0243471192011992","0.893502947819752","0.0356652691497367","0.0387227854398423","0.0609552553812","0.495789339585649","0.0575301425973574","0.384388280855198","0.384919504866693","0.108035994013491","0.936556187808369","0.0118028750266554","0.781922137649786","0.0542509641744794","0.0234296813667822","0.0176525905164563","0.573833335892728","0.0353054229566001","0.0474476312818094","0.324329019566714","0.773801449975365","0.662310365797653","0.0146581339598575","0.0310571174473508","0.469069704471098","0.0800905532997853","0.0943379909373202","0.392428738173556","0.935568023566232","0.0309666763202676","0.0657316817976142","0.344553081873249","0.0620647194704096","0.083174727582313","0.0459970166694073","0.0678863248981007","0.0269617067687217","Cancer"
"TCGA-5N-A9KM-01","0.555479163031821","0.300152798439425","0.324688428315831","0.888916716292063","0.0273953863323469","0.871635024031274","0.0494446064528451","0.0413025562271449","0.918512897253274","0.0386751431736487","0.0369202155356837","0.0606501509337129","0.622921537337746","0.0502705325202681","0.447613903798836","0.461359513784414","0.0828680498592588","0.77476188646038","0.0885792246492784","0.781948035815651","0.0824400620586575","0.0289294665481537","0.0210710780869008","0.462240486442867","0.56661416810309","0.0646286332553269","0.415116494467924","0.770301734352314","0.533709934256383","0.0105532439833507","0.0646870979892518","0.752529945923814","0.0725114876999595","0.0636227539799588","0.890203246160426","0.924510016092481","0.0409587888912895","0.0685556339759161","0.582121519729952","0.083380754068204","0.119358502570629","0.0736157477299773","0.0862742918044554","0.0883299649722895","Cancer"
"TCGA-BL-A0C8-01","0.661241109117887","0.703871377729592","0.22140164935209","0.4899541620598","0.0336376216809913","0.917622154260531","0.0358270134686226","0.0328155691793324","0.902072076746116","0.117085919193166","0.0445442423073764","0.0672108412988808","0.597291891256882","0.0351450390849077","0.297604810335931","0.299775608741732","0.090628218104326","0.904497896077149","0.022667507177113","0.804602063506845","0.0508773495289923","0.0335959676036224","0.0226146081645344","0.706099807947902","0.533890987909708","0.0471230421912129","0.038139820002678","0.889389369661694","0.635740825298721","0.0177313844128494","0.0428792988482607","0.744893064936524","0.102048527892634","0.137690614960227","0.778419716385645","0.909081319385412","0.0448680755479726","0.0827398612344362","0.762664124841232","0.12822245871166","0.109049026704696","0.130036175264313","0.0871479194539214","0.0538158481413908","Cancer"
"TCGA-BL-A13I-01","0.878205965388948","0.540861351380113","0.205955824311281","0.44564518092914","0.0331668634725845","0.950253723728303","0.0488829379750877","0.0439102807067785","0.941875490695082","0.0814166472122075","0.0428181036578798","0.0797407862407724","0.807097447634916","0.0510077688452874","0.164861669712133","0.704607719666743","0.358843933523282","0.887567518428133","0.0810399406136907","0.751109274474627","0.100639601522208","0.0377775469804953","0.0177580440158124","0.664729722563189","0.455245102844769","0.0293085680609078","0.303891960993787","0.627285832901623","0.604574005482739","0.018585290800213","0.107183905191912","0.849807512704996","0.102379486761129","0.0861765595348441","0.652646080534908","0.938011663891327","0.0493311528216309","0.14404152513429","0.338467010169109","0.307140275106634","0.372985103663724","0.151354534229","0.107431046353597","0.0800807099615671","Cancer"
"TCGA-BL-A13J-01","0.374377270728857","0.239316198799843","0.540765750560008","0.786982965807802","0.0335864915825235","0.944740174099097","0.0590627405799137","0.0490584242280026","0.920631285230245","0.057351363784875","0.0556738450254746","0.0742474406310367","0.83877418031961","0.0571971959028511","0.600281293671803","0.457092451206245","0.093793651066736","0.919732076681256","0.0837898423652863","0.813068972910557","0.12854507215902","0.037456053395169","0.01848369120335","0.520027522666304","0.438679053024133","0.0291711361842014","0.0461207739682381","0.775047880652979","0.360078190922127","0.0178129839297713","0.0905829389431954","0.836046012500386","0.117888068904232","0.0861883149330219","0.80793641220139","0.932793712441788","0.0434356076313405","0.121542236921191","0.757571213559634","0.0974006190004186","0.138664148794934","0.0918698742260529","0.116470855821586","0.0709447253558402","Cancer"
"TCGA-BL-A3JM-01","0.46391664543482","0.319665275881621","0.167125143847765","0.850961343384649","0.020538510052832","0.949399970599144","0.0702705653997621","0.0298789904594443","0.861591143591387","0.0311663089308262","0.0399614922985154","0.0598677347073024","0.885104240567826","0.0344173593571394","0.620994865325901","0.367690455088765","0.182909766599477","0.916233808162092","0.0436929192450063","0.725192666516631","0.0655318714392063","0.0255366527040029","0.0197123432815204","0.674057296830696","0.524383772391462","0.0514541428764418","0.062726551723225","0.713484169557124","0.614685278990929","0.0151870067290141","0.0358542546893978","0.579009054827278","0.0700914597295182","0.0482813698351481","0.371490292913303","0.87224596665967","0.032428587048459","0.125416168947962","0.623679619417391","0.0931321700246408","0.0699740979489869","0.0474304807542434","0.0987946292316051","0.0515089304868791","Cancer"
"TCGA-BL-A5ZZ-01","0.577541358571544","0.486052670488667","0.472178759313742","0.24849651687942","0.0191154679050979","0.927121992495046","0.0466214418546564","0.0234981837027105","0.93064584499081","0.0206008341934469","0.0310901071940067","0.0639930146176885","0.890180642198732","0.0393919659498136","0.572276501874476","0.427689813622294","0.145406917024093","0.895047070459028","0.0407667293059856","0.652935518453288","0.0372092753306767","0.027786723424202","0.017819311538408","0.457833150103409","0.0518980631287637","0.0568520178773563","0.486025437565712","0.529911708695756","0.606305822389196","0.0116627284617177","0.0347152716938296","0.674043241728479","0.0776632743634172","0.0602997175164856","0.742914265480904","0.798961298651524","0.0288923676439208","0.235645398301857","0.450750447138586","0.0635695416831135","0.0701363446999284","0.0418056732517351","0.064134328577893","0.045157153958002","Cancer"
"TCGA-BT-A0S7-01","0.421914742537799","0.381793923826641","0.0334022568007041","0.661075241100742","0.0212632034289906","0.938162971485972","0.0617789798212602","0.0310793078773294","0.924253490483618","0.0349493954768408","0.0315297812467532","0.0652436388661714","0.797039370424312","0.0288251522883463","0.148534614779955","0.4129711029888","0.162229924574427","0.9177675115871","0.0189256398708842","0.423319869737324","0.0409308581943485","0.0278934594421958","0.0175077066200572","0.464337561261757","0.0117285107192585","0.0686691073579333","0.031488202521495","0.516480387939778","0.570593514451258","0.0126252091541157","0.0554842620924621","0.675183685600721","0.0834270747297892","0.0684835772297862","0.348915938800986","0.925824624509948","0.0313295009381768","0.084931421331372","0.385746158841789","0.0555758971813798","0.0832124027018678","0.0512266467969196","0.0792675856183751","0.0485815638977096","Cancer"
"TCGA-BT-A0YX-01","0.711723774919714","0.415707996535688","0.0255117549204055","0.593755835184608","0.0218386821989441","0.860525630939017","0.0521128781052979","0.0300433389088527","0.938697884339053","0.0309944543045176","0.0352093679489159","0.0679433803213067","0.675918603421444","0.0449025295565876","0.200961160698415","0.45154016590224","0.137524699071075","0.676434160079048","0.0210489120424539","0.680006128995377","0.0530130961185761","0.0246283632302969","0.0188025158674024","0.444341281222279","0.451942308948368","0.0378205039849586","0.346486827369402","0.590865263130952","0.597986506142459","0.0138473375469554","0.0922687157322968","0.644428040123672","0.0763779086533243","0.0394908829403245","0.621016574359595","0.91953174557644","0.0295494970710213","0.154964995041114","0.186766638723348","0.185769239842461","0.116604062399304","0.0576056312754657","0.0726578656891646","0.0357038396605531","Cancer"
"TCGA-BT-A20J-01","0.260837988523746","0.395985789684875","0.103265742021367","0.56145322290444","0.0208463346171615","0.953603508345009","0.0505079193714183","0.026690200636616","0.791141829579833","0.0278715154587742","0.0373161238390081","0.0668244795324577","0.679867411203463","0.0586299920364531","0.451082808889142","0.383179627237785","0.125249514050695","0.836153849606252","0.0162828969718953","0.305501037320039","0.032500456387944","0.0312174381124089","0.0196694958443845","0.277250410542259","0.0268160321735023","0.0600128271837476","0.0029375336255191","0.590983935795288","0.526379248331745","0.0125876818526426","0.0728832853693011","0.540681329586544","0.089265490922047","0.0199882062555524","0.337903391281646","0.805032095339189","0.0261050228671626","0.0734097561496847","0.159358948860725","0.0571546378796959","0.0990613616570199","0.064035763832848","0.106769288026313","0.0527338157653994","Cancer"
"TCGA-BT-A20N-01","0.542556702788533","0.314007580913049","0.0361748038864305","0.730522353328836","0.0294299271836643","0.906864625637985","0.0461881066442815","0.0375550292995242","0.950619692854195","0.0194473923773658","0.0521461909190682","0.0815324879918743","0.770216849812936","0.040251349908556","0","0.597170588464959","0.236670571578391","0.917396892994448","0.0300043141714778","0.741971181595355","0.0664907987191216","0.0239578217165575","0.0176600137844138","0.524365175796523","0.14318468376019","0.0631456083926193","0.0114252278801015","0.726613240372624","0.566641174244586","0.0102771797977537","0.0335795365812748","0.678149385508197","0.0780946671474573","0.249936382466035","0.872094292175936","0.909936296191692","0.0326856561483283","0.0886303109586323","0.408592753482132","0.177116229262949","0.0722108868954048","0.0854730805829666","0.0619920806865265","0.0455406213771194","Cancer"
"TCGA-BT-A20O-01","0.72775831131378","0.740073130937383","0.183312647950422","0.349541798094748","0.0249355068762151","0.941843405146172","0.0497058221492029","0.039483249306353","0.907511009402446","0.0565208734764453","0.0428361531729382","0.0656768342173703","0.508107732726855","0.0327396202481712","0.24038031079827","0.665858381657614","0.169826044810368","0.777559615595486","0.0347729477603634","0.521576957194742","0.0291729828428334","0.0349590417393571","0.0185505679195148","0.417638767162053","0.343345576819152","0.038851983047042","0.0154507636235454","0.424518744159423","0.528108431345769","0.0136960482629117","0.122365050187308","0.792374838175016","0.10672627395969","0.106951937949952","0.543339149370491","0.939122430792554","0.0325424545702592","0.129369739659388","0.127557995214354","0.122237114397063","0.145429497641533","0.120277236291727","0.0842066873970369","0.0670634295838118","Cancer"
